text,author,title
"οὐ γὰρ ἔτʼ ἀνσχετὰ ἔργα τετεύχαται, οὐδʼ ἔτι καλῶς",Homer,Odyssey
"οἶκος ἐμὸς διόλωλε. νεμεσσήθητε καὶ αὐτοί,",Homer,Odyssey
"ἄλλους τʼ αἰδέσθητε περικτίονας ἀνθρώπους,",Homer,Odyssey
"οἳ περιναιετάουσι· θεῶν δʼ ὑποδείσατε μῆνιν,",Homer,Odyssey
μή τι μεταστρέψωσιν ἀγασσάμενοι κακὰ ἔργα.,Homer,Odyssey
"λίσσομαι ἠμὲν Ζηνὸς Ὀλυμπίου ἠδὲ Θέμιστος,",Homer,Odyssey
ἥ τʼ ἀνδρῶν ἀγορὰς ἠμὲν λύει ἠδὲ καθίζει·,Homer,Odyssey
"σχέσθε, φίλοι, καί μʼ οἶον ἐάσατε πένθεϊ λυγρῷ",Homer,Odyssey
"τείρεσθʼ, εἰ μή πού τι πατὴρ ἐμὸς ἐσθλὸς Ὀδυσσεὺς",Homer,Odyssey
"δυσμενέων κάκʼ ἔρεξεν ἐυκνήμιδας Ἀχαιούς,",Homer,Odyssey
"τῶν μʼ ἀποτινύμενοι κακὰ ῥέζετε δυσμενέοντες,",Homer,Odyssey
τούτους ὀτρύνοντες. ἐμοὶ δέ κε κέρδιον εἴη,Homer,Odyssey
ὑμέας ἐσθέμεναι κειμήλιά τε πρόβασίν τε.,Homer,Odyssey
"εἴ χʼ ὑμεῖς γε φάγοιτε, τάχʼ ἄν ποτε καὶ τίσις εἴη·",Homer,Odyssey
τόφρα γὰρ ἂν κατὰ ἄστυ ποτιπτυσσοίμεθα μύθῳ,Homer,Odyssey
"χρήματʼ ἀπαιτίζοντες, ἕως κʼ ἀπὸ πάντα δοθείη·",Homer,Odyssey
νῦν δέ μοι ἀπρήκτους ὀδύνας ἐμβάλλετε θυμῷ.,Homer,Odyssey
"ὣς φάτο χωόμενος, ποτὶ δὲ σκῆπτρον βάλε γαίῃ",Homer,Odyssey
δάκρυʼ ἀναπρήσας· οἶκτος δʼ ἕλε λαὸν ἅπαντα.,Homer,Odyssey
"ἔνθʼ ἄλλοι μὲν πάντες ἀκὴν ἔσαν, οὐδέ τις ἔτλη",Homer,Odyssey
Τηλέμαχον μύθοισιν ἀμείψασθαι χαλεποῖσιν·,Homer,Odyssey
Ἀντίνοος δέ μιν οἶος ἀμειβόμενος προσέειπε·,Homer,Odyssey
"Τηλέμαχʼ ὑψαγόρη, μένος ἄσχετε, ποῖον ἔειπες",Homer,Odyssey
ἡμέας αἰσχύνων· ἐθέλοις δέ κε μῶμον ἀνάψαι.,Homer,Odyssey
"σοὶ δʼ οὔ τι μνηστῆρες Ἀχαιῶν αἴτιοί εἰσιν,",Homer,Odyssey
"ἀλλὰ φίλη μήτηρ, ἥ τοι πέρι κέρδεα οἶδεν.",Homer,Odyssey
"ἤδη γὰρ τρίτον ἐστὶν ἔτος, τάχα δʼ εἶσι τέταρτον,",Homer,Odyssey
ἐξ οὗ ἀτέμβει θυμὸν ἐνὶ στήθεσσιν Ἀχαιῶν.,Homer,Odyssey
πάντας μέν ῥʼ ἔλπει καὶ ὑπίσχεται ἀνδρὶ ἑκάστῳ,Homer,Odyssey
"ἀγγελίας προϊεῖσα, νόος δέ οἱ ἄλλα μενοινᾷ.",Homer,Odyssey
ἡ δὲ δόλον τόνδʼ ἄλλον ἐνὶ φρεσὶ μερμήριξε·,Homer,Odyssey
"στησαμένη μέγαν ἱστὸν ἐνὶ μεγάροισιν ὕφαινε,",Homer,Odyssey
λεπτὸν καὶ περίμετρον· ἄφαρ δʼ ἡμῖν μετέειπε·,Homer,Odyssey
"κοῦροι ἐμοὶ μνηστῆρες, ἐπεὶ θάνε δῖος
                        Ὀδυσσεύς,",Homer,Odyssey
"μίμνετʼ ἐπειγόμενοι τὸν ἐμὸν γάμον, εἰς ὅ κε φᾶρος",Homer,Odyssey
"ἐκτελέσω, μή μοι μεταμώνια νήματʼ ὄληται,",Homer,Odyssey
"Λαέρτῃ ἥρωι ταφήιον, εἰς ὅτε κέν μιν",Homer,Odyssey
"μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο,",Homer,Odyssey
μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ.,Homer,Odyssey
αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας.,Homer,Odyssey
"ὣς ἔφαθʼ, ἡμῖν δʼ αὖτʼ ἐπεπείθετο θυμὸς
                     ἀγήνωρ.",Homer,Odyssey
"ἔνθα καὶ ἠματίη μὲν ὑφαίνεσκεν μέγαν ἱστόν,",Homer,Odyssey
"νύκτας δʼ ἀλλύεσκεν, ἐπεὶ δαΐδας παραθεῖτο.",Homer,Odyssey
ὣς τρίετες μὲν ἔληθε δόλῳ καὶ ἔπειθεν Ἀχαιούς·,Homer,Odyssey
"ἀλλʼ ὅτε τέτρατον ἦλθεν ἔτος καὶ ἐπήλυθον ὧραι,",Homer,Odyssey
"καὶ τότε δή τις ἔειπε γυναικῶν, ἣ σάφα ᾔδη,",Homer,Odyssey
καὶ τήν γʼ ἀλλύουσαν ἐφεύρομεν ἀγλαὸν ἱστόν.,Homer,Odyssey
ὣς τὸ μὲν ἐξετέλεσσε καὶ οὐκ ἐθέλουσʼ ὑπʼ ἀνάγκης·,Homer,Odyssey
"σοὶ δʼ ὧδε μνηστῆρες ὑποκρίνονται, ἵνʼ εἰδῇς",Homer,Odyssey
"αὐτὸς σῷ θυμῷ, εἰδῶσι δὲ πάντες Ἀχαιοί·",Homer,Odyssey
"μητέρα σὴν ἀπόπεμψον, ἄνωχθι δέ μιν γαμέεσθαι",Homer,Odyssey
τῷ ὅτεῴ τε πατὴρ κέλεται καὶ ἁνδάνει αὐτῇ.,Homer,Odyssey
"εἰ δʼ ἔτʼ ἀνιήσει γε πολὺν χρόνον υἷας Ἀχαιῶν,",Homer,Odyssey
"τὰ φρονέουσʼ ἀνὰ θυμόν, ὅ οἱ πέρι δῶκεν Ἀθήνη",Homer,Odyssey
ἔργα τʼ ἐπίστασθαι περικαλλέα καὶ φρένας ἐσθλὰς,Homer,Odyssey
"κέρδεά θʼ, οἷʼ οὔ πώ τινʼ ἀκούομεν οὐδὲ παλαιῶν,",Homer,Odyssey
"τάων αἳ πάρος ἦσαν ἐυπλοκαμῖδες Ἀχαιαί,",Homer,Odyssey
Τυρώ τʼ Ἀλκμήνη τε ἐυστέφανός τε Μυκήνη·,Homer,Odyssey
τάων οὔ τις ὁμοῖα νοήματα Πηνελοπείῃ,Homer,Odyssey
ᾔδη· ἀτὰρ μὲν τοῦτό γʼ ἐναίσιμον οὐκ ἐνόησε.,Homer,Odyssey
"τόφρα γὰρ οὖν βίοτόν τε τεὸν καὶ κτήματʼ ἔδονται,",Homer,Odyssey
"ὄφρα κε κείνη τοῦτον ἔχῃ νόον, ὅν τινά οἱ νῦν",Homer,Odyssey
ἐν στήθεσσι τιθεῖσι θεοί. μέγα μὲν κλέος αὐτῇ,Homer,Odyssey
"ποιεῖτʼ, αὐτὰρ σοί γε ποθὴν πολέος βιότοιο.",Homer,Odyssey
"ἡμεῖς δʼ οὔτʼ ἐπὶ ἔργα πάρος γʼ ἴμεν οὔτε πῃ ἄλλῃ,",Homer,Odyssey
πρίν γʼ αὐτὴν γήμασθαι Ἀχαιῶν ᾧ κʼ ἐθέλῃσι.,Homer,Odyssey
τὸν δʼ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα·,Homer,Odyssey
"Ἀντίνοʼ, οὔ πως ἔστι δόμων ἀέκουσαν ἀπῶσαι",Homer,Odyssey
"ἥ μʼ ἔτεχʼ, ἥ μʼ ἔθρεψε· πατὴρ δʼ ἐμὸς ἄλλοθι γαίης,",Homer,Odyssey
ζώει ὅ γʼ ἦ τέθνηκε· κακὸν δέ με πόλλʼ ἀποτίνειν,Homer,Odyssey
"Ἰκαρίῳ, αἴ κʼ αὐτὸς ἑκὼν ἀπὸ μητέρα πέμψω.",Homer,Odyssey
"ἐκ γὰρ τοῦ πατρὸς κακὰ πείσομαι, ἄλλα δὲ δαίμων",Homer,Odyssey
"δώσει, ἐπεὶ μήτηρ στυγερὰς ἀρήσετʼ ἐρινῦς",Homer,Odyssey
οἴκου ἀπερχομένη· νέμεσις δέ μοι ἐξ ἀνθρώπων,Homer,Odyssey
ἔσσεται· ὣς οὐ τοῦτον ἐγώ ποτε μῦθον ἐνίψω.,Homer,Odyssey
"ὑμέτερος δʼ εἰ μὲν θυμὸς νεμεσίζεται αὐτῶν,",Homer,Odyssey
"ἔξιτέ μοι μεγάρων, ἄλλας δʼ ἀλεγύνετε δαῖτας",Homer,Odyssey
ὑμὰ κτήματʼ ἔδοντες ἀμειβόμενοι κατὰ οἴκους.,Homer,Odyssey
εἰ δʼ ὑμῖν δοκέει τόδε λωίτερον καὶ ἄμεινον,Homer,Odyssey
"ἔμμεναι, ἀνδρὸς ἑνὸς βίοτον νήποινον ὀλέσθαι,",Homer,Odyssey
"κείρετʼ· ἐγὼ δὲ θεοὺς ἐπιβώσομαι αἰὲν ἐόντας,",Homer,Odyssey
αἴ κέ ποθι Ζεὺς δῷσι παλίντιτα ἔργα γενέσθαι.,Homer,Odyssey
νήποινοί κεν ἔπειτα δόμων ἔντοσθεν ὄλοισθε.,Homer,Odyssey
"ὣς φάτο Τηλέμαχος, τῷ δʼ αἰετὼ εὐρύοπα Ζεὺς",Homer,Odyssey
ὑψόθεν ἐκ κορυφῆς ὄρεος προέηκε πέτεσθαι.,Homer,Odyssey
τὼ δʼ ἕως μέν ῥʼ ἐπέτοντο μετὰ πνοιῇς ἀνέμοιο,Homer,Odyssey
πλησίω ἀλλήλοισι τιταινομένω πτερύγεσσιν·,Homer,Odyssey
"ἀλλʼ ὅτε δὴ μέσσην ἀγορὴν πολύφημον ἱκέσθην,",Homer,Odyssey
"ἔνθʼ ἐπιδινηθέντε τιναξάσθην πτερὰ πυκνά,",Homer,Odyssey
"ἐς δʼ ἰδέτην πάντων κεφαλάς, ὄσσοντο δʼ ὄλεθρον·",Homer,Odyssey
δρυψαμένω δʼ ὀνύχεσσι παρειὰς ἀμφί τε δειρὰς,Homer,Odyssey
δεξιὼ ἤιξαν διά τʼ οἰκία καὶ πόλιν αὐτῶν.,Homer,Odyssey
"θάμβησαν δʼ ὄρνιθας, ἐπεὶ ἴδον ὀφθαλμοῖσιν·",Homer,Odyssey
ὥρμηναν δʼ ἀνὰ θυμὸν ἅ περ τελέεσθαι ἔμελλον.,Homer,Odyssey
τοῖσι δὲ καὶ μετέειπε γέρων ἥρως Ἁλιθέρσης,Homer,Odyssey
Μαστορίδης· ὁ γὰρ οἶος ὁμηλικίην ἐκέκαστο,Homer,Odyssey
ὄρνιθας γνῶναι καὶ ἐναίσιμα μυθήσασθαι·,Homer,Odyssey
ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπε·,Homer,Odyssey
"κέκλυτε δὴ νῦν μευ, Ἰθακήσιοι, ὅττι κεν
                     εἴπω·",Homer,Odyssey
μνηστῆρσιν δὲ μάλιστα πιφαυσκόμενος τάδε εἴρω·,Homer,Odyssey
τοῖσιν γὰρ μέγα πῆμα κυλίνδεται· οὐ γὰρ Ὀδυσσεὺς,Homer,Odyssey
"δὴν ἀπάνευθε φίλων ὧν ἔσσεται, ἀλλά που ἤδη",Homer,Odyssey
ἐγγὺς ἐὼν τοῖσδεσσι φόνον καὶ κῆρα φυτεύει,Homer,Odyssey
"πάντεσσιν· πολέσιν δὲ καὶ ἄλλοισιν κακὸν ἔσται,",Homer,Odyssey
οἳ νεμόμεσθʼ Ἰθάκην ἐυδείελον. ἀλλὰ πολὺ πρὶν,Homer,Odyssey
"φραζώμεσθʼ, ὥς κεν καταπαύσομεν· οἱ δὲ καὶ αὐτοὶ",Homer,Odyssey
παυέσθων· καὶ γάρ σφιν ἄφαρ τόδε λώιόν ἐστιν.,Homer,Odyssey
"οὐ γὰρ ἀπείρητος μαντεύομαι, ἀλλʼ ἐὺ εἰδώς·",Homer,Odyssey
"καὶ γὰρ κείνῳ φημὶ τελευτηθῆναι ἅπαντα,",Homer,Odyssey
"ὥς οἱ ἐμυθεόμην, ὅτε Ἴλιον εἰσανέβαινον",Homer,Odyssey
"Ἀργεῖοι, μετὰ δέ σφιν ἔβη πολύμητις Ὀδυσσεύς.",Homer,Odyssey
"φῆν κακὰ πολλὰ παθόντʼ, ὀλέσαντʼ ἄπο πάντας ἑταίρους,",Homer,Odyssey
ἄγνωστον πάντεσσιν ἐεικοστῷ ἐνιαυτῷ,Homer,Odyssey
οἴκαδʼ ἐλεύσεσθαι· τὰ δὲ δὴ νῦν πάντα τελεῖται.,Homer,Odyssey
τὸν δʼ αὖτʼ Εὐρύμαχος Πολύβου πάϊς ἀντίον ηὔδα·,Homer,Odyssey
"ὦ γέρον, εἰ δʼ ἄγε νῦν μαντεύεο σοῖσι τέκεσσιν",Homer,Odyssey
"οἴκαδʼ ἰών, μή πού τι κακὸν πάσχωσιν ὀπίσσω·",Homer,Odyssey
ταῦτα δʼ ἐγὼ σέο πολλὸν ἀμείνων μαντεύεσθαι.,Homer,Odyssey
ὄρνιθες δέ τε πολλοὶ ὑπʼ αὐγὰς ἠελίοιο,Homer,Odyssey
"φοιτῶσʼ, οὐδέ τε πάντες ἐναίσιμοι· αὐτὰρ Ὀδυσσεὺς",Homer,Odyssey
"ὤλετο τῆλʼ, ὡς καὶ σὺ καταφθίσθαι σὺν ἐκείνῳ",Homer,Odyssey
"ὤφελες. οὐκ ἂν τόσσα θεοπροπέων ἀγόρευες,",Homer,Odyssey
"οὐδέ κε Τηλέμαχον κεχολωμένον ὧδʼ ἀνιείης,",Homer,Odyssey
"σῷ οἴκῳ δῶρον ποτιδέγμενος, αἴ κε πόρῃσιν.",Homer,Odyssey
"ἀλλʼ ἔκ τοι ἐρέω, τὸ δὲ καὶ τετελεσμένον ἔσται·",Homer,Odyssey
αἴ κε νεώτερον ἄνδρα παλαιά τε πολλά τε εἰδὼς,Homer,Odyssey
"παρφάμενος ἐπέεσσιν ἐποτρύνῃς χαλεπαίνειν,",Homer,Odyssey
"αὐτῷ μέν οἱ πρῶτον ἀνιηρέστερον ἔσται,",Homer,Odyssey
πρῆξαι δʼ ἔμπης οὔ τι δυνήσεται εἵνεκα τῶνδε·,Homer,Odyssey
"σοὶ δέ, γέρον, θωὴν ἐπιθήσομεν, ἥν κʼ ἐνὶ θυμῷ",Homer,Odyssey
τίνων ἀσχάλλῃς· χαλεπὸν δέ τοι ἔσσεται ἄλγος.,Homer,Odyssey
Τηλεμάχῳ δʼ ἐν πᾶσιν ἐγὼν ὑποθήσομαι αὐτός·,Homer,Odyssey
μητέρα ἣν ἐς πατρὸς ἀνωγέτω ἀπονέεσθαι·,Homer,Odyssey
οἱ δὲ γάμον τεύξουσι καὶ ἀρτυνέουσιν ἔεδνα,Homer,Odyssey
"πολλὰ μάλʼ, ὅσσα ἔοικε φίλης ἐπὶ παιδὸς ἕπεσθαι.",Homer,Odyssey
οὐ γὰρ πρὶν παύσεσθαι ὀίομαι υἷας Ἀχαιῶν,Homer,Odyssey
"μνηστύος ἀργαλέης, ἐπεὶ οὔ τινα δείδιμεν ἔμπης,",Homer,Odyssey
"οὔτʼ οὖν Τηλέμαχον μάλα περ πολύμυθον ἐόντα,",Homer,Odyssey
"οὔτε θεοπροπίης ἐμπαζόμεθʼ, ἣν σύ, γεραιέ,",Homer,Odyssey
"μυθέαι ἀκράαντον, ἀπεχθάνεαι δʼ ἔτι μᾶλλον.",Homer,Odyssey
"χρήματα δʼ αὖτε κακῶς βεβρώσεται, οὐδέ ποτʼ ἶσα",Homer,Odyssey
"ἔσσεται, ὄφρα κεν ἥ γε διατρίβῃσιν Ἀχαιοὺς",Homer,Odyssey
ὃν γάμον· ἡμεῖς δʼ αὖ ποτιδέγμενοι ἤματα πάντα,Homer,Odyssey
"εἵνεκα τῆς ἀρετῆς ἐριδαίνομεν, οὐδὲ μετʼ ἄλλας",Homer,Odyssey
"ἐρχόμεθʼ, ἃς ἐπιεικὲς ὀπυιέμεν ἐστὶν ἑκάστῳ.",Homer,Odyssey
τὸν δʼ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα·,Homer,Odyssey
"Εὐρύμαχʼ ἠδὲ καὶ ἄλλοι, ὅσοι μνηστῆρες ἀγαυοί,",Homer,Odyssey
ταῦτα μὲν οὐχ ὑμέας ἔτι λίσσομαι οὐδʼ ἀγορεύω·,Homer,Odyssey
ἤδη γὰρ τὰ ἴσασι θεοὶ καὶ πάντες Ἀχαιοί.,Homer,Odyssey
"ἀλλʼ ἄγε μοι δότε νῆα θοὴν καὶ εἴκοσʼ ἑταίρους,",Homer,Odyssey
οἵ κέ μοι ἔνθα καὶ ἔνθα διαπρήσσωσι κέλευθον.,Homer,Odyssey
εἶμι γὰρ ἐς Σπάρτην τε καὶ ἐς Πύλον ἠμαθόεντα,Homer,Odyssey
"νόστον πευσόμενος πατρὸς δὴν οἰχομένοιο,",Homer,Odyssey
ἤν τίς μοι εἴπῃσι βροτῶν ἢ ὄσσαν ἀκούσω,Homer,Odyssey
"ἐκ Διός, ἥ τε μάλιστα φέρει κλέος ἀνθρώποισιν·",Homer,Odyssey
"εἰ μέν κεν πατρὸς βίοτον καὶ νόστον ἀκούσω,",Homer,Odyssey
"ἦ τʼ ἄν, τρυχόμενός περ, ἔτι τλαίην ἐνιαυτόν·",Homer,Odyssey
"εἰ δέ κε τεθνηῶτος ἀκούσω μηδʼ ἔτʼ ἐόντος,",Homer,Odyssey
νοστήσας δὴ ἔπειτα φίλην ἐς πατρίδα γαῖαν,Homer,Odyssey
σῆμά τέ οἱ χεύω καὶ ἐπὶ κτέρεα κτερεΐξω,Homer,Odyssey
"πολλὰ μάλʼ, ὅσσα ἔοικε, καὶ ἀνέρι μητέρα δώσω.",Homer,Odyssey
"ἦ τοι ὅ γʼ ὣς εἰπὼν κατʼ ἄρʼ ἕζετο, τοῖσι δʼ
                  ἀνέστη",Homer,Odyssey
"Μέντωρ, ὅς ῥʼ Ὀδυσῆος ἀμύμονος ἦεν ἑταῖρος,",Homer,Odyssey
"καί οἱ ἰὼν ἐν νηυσὶν ἐπέτρεπεν οἶκον ἅπαντα,",Homer,Odyssey
πείθεσθαί τε γέροντι καὶ ἔμπεδα πάντα φυλάσσειν·,Homer,Odyssey
ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν·,Homer,Odyssey
"κέκλυτε δὴ νῦν μευ, Ἰθακήσιοι, ὅττι κεν
                     εἴπω·",Homer,Odyssey
μή τις ἔτι πρόφρων ἀγανὸς καὶ ἤπιος ἔστω,Homer,Odyssey
"σκηπτοῦχος βασιλεύς, μηδὲ φρεσὶν αἴσιμα εἰδώς,",Homer,Odyssey
ἀλλʼ αἰεὶ χαλεπός τʼ εἴη καὶ αἴσυλα ῥέζοι·,Homer,Odyssey
ὡς οὔ τις μέμνηται Ὀδυσσῆος θείοιο,Homer,Odyssey
"λαῶν οἷσιν ἄνασσε, πατὴρ δʼ ὣς ἤπιος ἦεν.",Homer,Odyssey
ἀλλʼ ἦ τοι μνηστῆρας ἀγήνορας οὔ τι μεγαίρω,Homer,Odyssey
ἔρδειν ἔργα βίαια κακορραφίῃσι νόοιο·,Homer,Odyssey
σφὰς γὰρ παρθέμενοι κεφαλὰς κατέδουσι βιαίως,Homer,Odyssey
"οἶκον Ὀδυσσῆος, τὸν δʼ οὐκέτι φασὶ νέεσθαι.",Homer,Odyssey
"νῦν δʼ ἄλλῳ δήμῳ νεμεσίζομαι, οἷον ἅπαντες",Homer,Odyssey
"ἧσθʼ ἄνεῳ, ἀτὰρ οὔ τι καθαπτόμενοι ἐπέεσσι",Homer,Odyssey
παύρους μνηστῆρας καταπαύετε πολλοὶ ἐόντες.,Homer,Odyssey
τὸν δʼ Εὐηνορίδης Λειώκριτος ἀντίον ηὔδα·,Homer,Odyssey
"Μέντορ ἀταρτηρέ, φρένας ἠλεέ, ποῖον ἔειπες",Homer,Odyssey
ἡμέας ὀτρύνων καταπαυέμεν. ἀργαλέον δὲ,Homer,Odyssey
ἀνδράσι καὶ πλεόνεσσι μαχήσασθαι περὶ δαιτί.,Homer,Odyssey
εἴ περ γάρ κʼ Ὀδυσεὺς Ἰθακήσιος αὐτὸς ἐπελθὼν,Homer,Odyssey
δαινυμένους κατὰ δῶμα ἑὸν μνηστῆρας ἀγαυοὺς,Homer,Odyssey
"ἐξελάσαι μεγάροιο μενοινήσειʼ ἐνὶ θυμῷ,",Homer,Odyssey
"οὔ κέν οἱ κεχάροιτο γυνή, μάλα περ χατέουσα,",Homer,Odyssey
"ἐλθόντʼ, ἀλλά κεν αὐτοῦ ἀεικέα πότμον ἐπίσποι,",Homer,Odyssey
εἰ πλεόνεσσι μάχοιτο· σὺ δʼ οὐ κατὰ μοῖραν ἔειπες.,Homer,Odyssey
"ἀλλʼ ἄγε, λαοὶ μὲν σκίδνασθʼ ἐπὶ ἔργα ἕκαστος,",Homer,Odyssey
"τούτῳ δʼ ὀτρυνέει Μέντωρ ὁδὸν ἠδʼ Ἁλιθέρσης,",Homer,Odyssey
οἵ τέ οἱ ἐξ ἀρχῆς πατρώιοί εἰσιν ἑταῖροι.,Homer,Odyssey
"ἀλλʼ ὀίω, καὶ δηθὰ καθήμενος ἀγγελιάων",Homer,Odyssey
"πεύσεται εἰν Ἰθάκῃ, τελέει δʼ ὁδὸν οὔ ποτε ταύτην.",Homer,Odyssey
"ὣς ἄρʼ ἐφώνησεν, λῦσεν δʼ ἀγορὴν αἰψηρήν.",Homer,Odyssey
"οἱ μὲν ἄρʼ ἐσκίδναντο ἑὰ πρὸς δώμαθʼ ἕκαστος,",Homer,Odyssey
μνηστῆρες δʼ ἐς δώματʼ ἴσαν θείου Ὀδυσῆος.,Homer,Odyssey
"Τηλέμαχος δʼ ἀπάνευθε κιὼν ἐπὶ θῖνα θαλάσσης,",Homer,Odyssey
χεῖρας νιψάμενος πολιῆς ἁλὸς εὔχετʼ Ἀθήνῃ·,Homer,Odyssey
"κλῦθί μευ, ὃ χθιζὸς θεὸς ἤλυθες ἡμέτερον δῶ",Homer,Odyssey
καί μʼ ἐν νηὶ κέλευσας ἐπʼ ἠεροειδέα πόντον,Homer,Odyssey
νόστον πευσόμενον πατρὸς δὴν οἰχομένοιο,Homer,Odyssey
"ἔρχεσθαι· τὰ δὲ πάντα διατρίβουσιν Ἀχαιοί,",Homer,Odyssey
μνηστῆρες δὲ μάλιστα κακῶς ὑπερηνορέοντες.,Homer,Odyssey
"ὣς ἔφατʼ εὐχόμενος, σχεδόθεν δέ οἱ ἦλθεν Ἀθήνη,",Homer,Odyssey
"Μέντορι εἰδομένη ἠμὲν δέμας ἠδὲ καὶ αὐδήν,",Homer,Odyssey
καί μιν φωνήσασʼ ἔπεα πτερόεντα προσηύδα·,Homer,Odyssey
"Τηλέμαχʼ, οὐδʼ ὄπιθεν κακὸς ἔσσεαι οὐδʼ
                     ἀνοήμων,",Homer,Odyssey
"εἰ δή τοι σοῦ πατρὸς ἐνέστακται μένος ἠύ,",Homer,Odyssey
οἷος κεῖνος ἔην τελέσαι ἔργον τε ἔπος τε·,Homer,Odyssey
οὔ τοι ἔπειθʼ ἁλίη ὁδὸς ἔσσεται οὐδʼ ἀτέλεστος.,Homer,Odyssey
"εἰ δʼ οὐ κείνου γʼ ἐσσὶ γόνος καὶ Πηνελοπείης,",Homer,Odyssey
"οὐ σέ γʼ ἔπειτα ἔολπα τελευτήσειν, ἃ μενοινᾷς.",Homer,Odyssey
"παῦροι γάρ τοι παῖδες ὁμοῖοι πατρὶ πέλονται,",Homer,Odyssey
"οἱ πλέονες κακίους, παῦροι δέ τε πατρὸς ἀρείους.",Homer,Odyssey
"ἀλλʼ ἐπεὶ οὐδʼ ὄπιθεν κακὸς ἔσσεαι οὐδʼ ἀνοήμων,",Homer,Odyssey
"οὐδέ σε πάγχυ γε μῆτις Ὀδυσσῆος προλέλοιπεν,",Homer,Odyssey
ἐλπωρή τοι ἔπειτα τελευτῆσαι τάδε ἔργα.,Homer,Odyssey
τῶ νῦν μνηστήρων μὲν ἔα βουλήν τε νόον τε,Homer,Odyssey
"ἀφραδέων, ἐπεὶ οὔ τι νοήμονες οὐδὲ δίκαιοι·",Homer,Odyssey
"οὐδέ τι ἴσασιν θάνατον καὶ κῆρα μέλαιναν,",Homer,Odyssey
"ὃς δή σφι σχεδόν ἐστιν, ἐπʼ ἤματι πάντας ὀλέσθαι.",Homer,Odyssey
σοὶ δʼ ὁδὸς οὐκέτι δηρὸν ἀπέσσεται ἣν σὺ μενοινᾷς·,Homer,Odyssey
"τοῖος γάρ τοι ἑταῖρος ἐγὼ πατρώιός εἰμι,",Homer,Odyssey
ὅς τοι νῆα θοὴν στελέω καὶ ἅμʼ ἕψομαι αὐτός.,Homer,Odyssey
"ἀλλὰ σὺ μὲν πρὸς δώματʼ ἰὼν μνηστῆρσιν ὁμίλει,",Homer,Odyssey
"ὅπλισσόν τʼ ἤια καὶ ἄγγεσιν ἄρσον ἅπαντα,",Homer,Odyssey
"οἶνον ἐν ἀμφιφορεῦσι, καὶ ἄλφιτα, μυελὸν ἀνδρῶν,",Homer,Odyssey
δέρμασιν ἐν πυκινοῖσιν· ἐγὼ δʼ ἀνὰ δῆμον ἑταίρους,Homer,Odyssey
αἶψʼ ἐθελοντῆρας συλλέξομαι. εἰσὶ δὲ νῆες,Homer,Odyssey
"πολλαὶ ἐν ἀμφιάλῳ Ἰθάκῃ, νέαι ἠδὲ παλαιαί·",Homer,Odyssey
"τάων μέν τοι ἐγὼν ἐπιόψομαι ἥ τις ἀρίστη,",Homer,Odyssey
ὦκα δʼ ἐφοπλίσσαντες ἐνήσομεν εὐρέι πόντῳ.,Homer,Odyssey
ὣς φάτʼ Ἀθηναίη κούρη Διός· οὐδʼ ἄρʼ ἔτι δὴν,Homer,Odyssey
"Τηλέμαχος παρέμιμνεν, ἐπεὶ θεοῦ ἔκλυεν αὐδήν.",Homer,Odyssey
"βῆ δʼ ἰέναι πρὸς δῶμα, φίλον τετιημένος ἦτορ,",Homer,Odyssey
"εὗρε δʼ ἄρα μνηστῆρας ἀγήνορας ἐν μεγάροισιν,",Homer,Odyssey
αἶγας ἀνιεμένους σιάλους θʼ εὕοντας ἐν αὐλῇ.,Homer,Odyssey
"Ἀντίνοος δʼ ἰθὺς γελάσας κίε Τηλεμάχοιο,",Homer,Odyssey
"ἔν τʼ ἄρα οἱ φῦ χειρί, ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζε·",Homer,Odyssey
"Τηλέμαχʼ ὑψαγόρη, μένος ἄσχετε, μή τί τοι
                     ἄλλο",Homer,Odyssey
"ἐν στήθεσσι κακὸν μελέτω ἔργον τε ἔπος τε,",Homer,Odyssey
"ἀλλά μοι ἐσθιέμεν καὶ πινέμεν, ὡς τὸ πάρος περ.",Homer,Odyssey
"ταῦτα δέ τοι μάλα πάντα τελευτήσουσιν Ἀχαιοί,",Homer,Odyssey
"νῆα καὶ ἐξαίτους ἐρέτας, ἵνα θᾶσσον ἵκηαι",Homer,Odyssey
ἐς Πύλον ἠγαθέην μετʼ ἀγαυοῦ πατρὸς ἀκουήν.,Homer,Odyssey
τὸν δʼ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα·,Homer,Odyssey
"Ἀντίνοʼ, οὔ πως ἔστιν ὑπερφιάλοισι μεθʼ ὑμῖν",Homer,Odyssey
δαίνυσθαί τʼ ἀκέοντα καὶ εὐφραίνεσθαι ἕκηλον.,Homer,Odyssey
